text,year
"Friends and associates of Mr. Phillips say he is a political journeyman who is given to great flights of passion about politics and, as in the CNN interview, can find himself in rhetorical cul-de-sacs.",2017
"According to traders, at the close of the New York cash market on Friday, the rate on the outstanding three-month bill was 5.08 percent, the six-month was at 5.14 percent and the four-week was at 5.20 percent.",2006
Some lawyers representing the Mercedes dealers were also surprised by the decision.,2003
"Mr. Schumer, who just two weeks ago was suggesting that Mr. Mukasey would be approved unanimously by the Senate Judiciary Committee, said Thursday that he did not know how he would vote and no longer wanted to talk about it publicly -- a rarity for a senator known for being one of the most talkative members of Congress.",2007
"He and dissidents here contend that torture continues to be an ingrained government policy, though there is no evidence that M.P.R.I. either condones it or takes part.",2011
"And his aides fear that Christopher A. Wray, his F.B.I. director, may resign over the dispute with the bureau, although associates doubt it.",2018
"A third representative, Christopher Shays, whose district includes Greenwich, plans to attend the event, according to Michael Sohn, his campaign manager.",2006
"After the Parkland mass shooting, Mr. Trump suggested raising the minimum age for purchasers of certain weaponry, and indicated that the government should be far more assertive in taking away weapons from people who might be dangerous.",2018
"A similar number of smaller, informal settlement outposts have gone up since the 1990s, without government authorization but usually with some government support.",2019
Some officials familiar with the discussions between Mr. Bloomberg and Mr. Silver said yesterday that the two men have worked through almost all their sticking points.,2002
But it doesn't feel strong because the original hole was so deep and so many people are still suffering: 12.8 million remain unemployed.,2012
"Over the protests of the F.B.I. agents, and advised by two military psychologists who had no experience conducting interrogations, C.I.A. officials decided that only extreme physical force would break him.",2016
"The governor, the mayor and the protesters have all said that the homeland security agents and U.S. Marshals had only increased tensions in the city.",2020
"(One expert abstained.) Some analysts see a victory for Glaxo, in that 20 of the panelists voted to retain the drug.",2010
"""I could draw you a scenario in which this new combination of players leads to the first real talks with Iran in three decades,"" one of the key players on the issue for President Obama said last week, speaking on condition of anonymity because the new administration had not even named its team, much less its strategy.",2009
"He has embraced a deeply suspicious view of Islam that several of his aides have promoted, notably retired Lt. Gen.",2017
"Last week, a federal judge in Utah with multistate jurisdiction sided with the broadcasters, issuing an injunction against Aereo, forcing it to shut down operations in Salt Lake City and Denver.",2014
Some New Jersey lawmakers are eyeing the money that New York got and saying that their state is entitled to a portion of it.,2001
"The influx of tourists has been growing steadily since the recession ended, consistently surpassing the goals set by city officials.",2015
"According to traders, at the close of the New York cash market on Friday, the rate on the outstanding three-month bill was at 5.14 percent.",2007
"Iran has asserted that it captured the aircraft via a cyberattack, saying its armed forces detected the drone on Sunday over northern Iran and were able to guide it to a safe landing about 155 miles from the Afghanistan border.",2011
Officials said an additional one million people would get protection through other parts of the president's actions.,2014
The sophomoric strategist thinks he can slice the American electorate into a million little pieces and make it more than the sum of its parts.,2011
"""If you point out to people that when seniors understand the issue, they support reform, that's important.""",2005
Council officials say that these other categories also help reduce energy use and emissions.,2009
"""We simply cannot afford to reveal to terrorists all that we know about them,"" he said, as if anyone had ever suggested that.",2008
"But a senior Democratic official familiar with the changes said the Democrats had found five material differences in the versions of the memo, including one that the official described as an apparent effort to water down the Republican findings.",2018
"""That was underscored when five senior White House officials traipsed over to the Pentagon for a meeting that normally might be attended by a single N.S.C. aide.",2017
Mr. Sacklin said air quality was not the problem it once was and had not exceeded government safety levels for employees.,2006
Mr. Trump also flatly insisted that legislation should raise the minimum age for buying rifles to 21 from 18 -- an idea the N.R.A. and many Republicans fiercely oppose.,2018
"As a young Vietnam veteran home from the very same Navy Swift boat that Mr. Kerry had commanded, Mr. O'Neill says he was so outraged by Mr. Kerry's graphic Senate testimony against the war that he threw himself into the talk show circuit to promote an opposing view.",2004
"White House advisers pronounced themselves elated with the election's outcome, and insisted that the accusations that Mr. Schwarzenegger had groped women were politically motivated.",2003
"""It's premature and wouldn't be fair to anyone to throw names out there,"" said Tony Fratto, deputy assistant secretary for public affairs at the Treasury Department, which the White House has charged with coming up with a slate of candidates.",2004
"His lawyer, Dan Herbert, has said that Officer Van Dyke was in fear for his life and the lives of other officers and that the officer believed he was justified in firing his weapon.",2015
"But veterans of the recent, fierce battles over immigration have expressed skepticism that the deeply divided lawmakers could reach consensus on broad immigration legislation in the months before the fall elections.",2020
The White House has so far refused to say when Mr. Trump last tested negative.,2020
"""Under the proposal,"" said a senior official at the Department of Health and Human Services, ""the price of drugs will be negotiated like every either good or service in America, on the sticker price of the product.",2019
"Separately, officials at the Department of Homeland Security in Washington said last night that they would grant New York's request to resume 24-hour air patrols over the city with Black Hawk helicopters and Citation jets.",2003
Other workers have fallen into prolonged unemployment and a wave of small businesses have shuttered or are close to doing so.,2020
"Since 1980, according to the Media Law Resource Center, there have been about a dozen cases in which suits by judges have led to a trial and verdict.",2006
"In a separate Democratic primary contest for a special election to serve the remaining months of Mr. Conyers's term, Ms. Jones prevailed over Ms. Tlaib on Wednesday afternoon, according to The Associated Press.",2018
"""This is a great thing for the commonwealth,"" he said, according to The Boston Globe, arguing that the pact would prompt businesses to develop clean and renewable energy technology.",2012
Committee members said they had listened to the steady criticism from the administration's opponents in the week since the commission released a draft of its report.,2001
"L.L.C.s would also be required ""to disclose its beneficial ownership"" with the State Board of Elections, requiring more transparency of entities that are often purposefully opaque, sometimes identified by little more than an address of the company that established the L.L.C. The push on election reform is expected to be followed in short order on Tuesday by two other progressive agenda items: a ban of treating minors with so-called conversion therapy, which aims to ""cure"" gay people of being homosexual; and the Gender Non-Discrimination Act (Genda), which prohibits discrimination based on ""gender identity or expression"" and expands the definition of hate crimes to cover transgender people.",2019
"But the F.T.C. acknowledged that allowing the merger to proceed without restriction was ""not an easy decision,"" although there was dissent over even this view.",2012
"Laboratory officials say the shutdown probably cost $120 million, and federal officials recently put the figure at $370 million.",2005
"Mr. Pigeon, a former Erie County Democratic chairman, served as a top aide.",2009
"Mrs. Werronen insists that as the crime rate and the abundant potholes seemed to push the city close to the abyss a few years ago, she never once thought of leaving.",2000
"""There has been a lot of market noise about France, rather than ratings agency noise,"" said Gary Jenkins, a strategist at Evolution Securities.",2011
"""If anyone is going to appear to cave to the will of the United States,"" the official said, ""Celestin doesn't want it to be him.",2011
Critics were also off base in claiming that the two F.B.I. agents who first questioned Mr. Abdulmutallab were inexperienced local officials.,2010
"Raymond T. Odierno, the American officer in charge of day-to-day operations in Iraq, said in an e-mail message.",2007
"The shift, at negotiations in Montreal, ended a stalemate that experts said threatened the integrity of the Montreal Protocol, the 1987 treaty eliminating chemicals that have damaged the atmosphere's protective ozone layer.",2004
"Critics of the airline industry, including people in the administration, contend that the industry's problems originated well before the war with Iraq and even before the terrorist attacks on Sept. 11, 2001.",2003
They cite the administration's decision to remove collective bargaining rights from tens of thousands of Defense Department workers.,2005
"Tactically, eliminating Iran's nuclear sites, experts say, would require 600 to 1,000 air sorties to make sure that underground sites were destroyed.",2006
"Despite the president's hopeful words, some administration officials conceded that little could be done to sustain the delicate momentum of the peace effort if the suicide bombings of the last few days continue.",2003
"Since both capital and labor income skew toward the top 1 percent, changing these assumptions can affect the estimate of the absolute benefit for any given family but can only go so far in shifting their share of the benefits in a distributional analysis.",2017
"The experts said that disclosure rules not only must apply to every country, they must extend beyond banks to stock brokerage firms, casinos, check-cashing services and informal money-transfer businesses.",2001
Some real estate executives said the government agencies will be paying a premium over the lower rents in older buildings downtown.,2006
Would the culture provide similar backing for a partner who angered a client's management by forcing changes in financial statements that the company did not like?The secrecy mandated by Congress preserved Deloitte's reputation for years.,2011
"Former campaign aides said that Ms. Manigault Newman was involved in efforts then to sort out whether such tapes existed, and that she never claimed knowledge of them at that time.",2018
"Unlike the behind-the-scenes role he played in the 2016 campaign -- where he was seen as a key figure but, campaign aides said, never took a title and avoided blame -- Mr. Kushner is positioning himself now as the person officially overseeing the entire campaign from his office in the West Wing, organizing campaign meetings and making decisions about staffing and spending.",2020
But New York lawmakers say the state's share of the aid will depend largely on the formula used to determine how much money each state gets back from the gas taxes paid by its drivers.,2005
Company officials say they finished cleaning on Thursday and will need several more weeks to work up to production.,2001
"Ally agreed to settle the matter because the bank, which was still owned largely by the government at the time, felt pressured by banking regulators to resolve it, according to people briefed on the decision who spoke on the condition of anonymity because they were not authorized to speak publicly about it.",2015
"During a recent speech in Los Angeles, the agency's director, León Rodríguez, said that 5,000 people had already applied for the Crystal City jobs.",2014
"Not at all, say senior Defense Department officials, who describe Mr. Rumsfeld as unwavering in his refusal to give specific answers to questions he regards as unanswerable -- or at least to questions whose answers depend on as many variables as there are unknowns on the battlefield.",2003
"Aides also said that Mr. Obama would help raise money for the ""super PACs"" that have been set up to preserve the Democratic Senate majority and to wrest control of the House from the Republicans.",2014
Colleagues who worked with Mr. Corzine said he was an unusual chief executive.,2004
"""The economic and political elites of Central America, along with Mexico's, have been long accustomed to deal with immigration as if it were a United States problem, arguing that people want to go there, so better to not get involved,"" he said.",2018
"Dealers of handguns have to report bulk sales under federal statute, but the National Rifle Association and some of its supporters in Congress have protested that requiring a limited segment of gun dealers to report multiple sales of rifles would impose an onerous burden, and exceed the authority of the A.T.F. Administration officials say the decision had nothing to do with the gun lobby's strong opposition, adding that approval from the budget office could come by late March when the public comment period is over.",2011
"Based on their review of disputed ballots in Palm Beach County, whose recount is about 70 percent complete, they said they could gain at least 297 votes there.",2000
"Doctors throughout the state have canceled appointments for nonmedical problems and elective surgery, and emergency rooms are bracing for an influx of nonemergency patients.",2003
Such science will discourage partisan authorities to manipulate voting resources in attempts to deter voters who are likely to favor their political opponents.,2006
"(The documents, American officials say, also reflected a continued interest in obtaining chemical weapons.) But Shiite militias, particularly Mahdi Army operatives, responded with their own offensive, forcing the Sunni militants to retreat.",2007
"Between 4 p.m. on New Year's Eve and 2 a.m. on New Year's Day in the Times Square area, police officers issued 15 criminal court summonses and 26 summonses for offenses like littering.",2003
"""Nassau and Suffolk Counties together have long been a very powerful voter base, more often than not on the Republican side,"" said John V.N. Klein, a former Suffolk county executive.",2005
"And according to a recent poll of registered voters in six major battleground states by The Times and Siena College, people who say they did not vote in 2016 overwhelmingly favor Mr. Biden over Mr. Trump in November, 56 percent to 25 percent.",2020
"The warning is coming despite President Bush's declaration, in an interview last weekend, that he had the sole authority to carry out the strategy, including an increase of about 18,000 troops to secure Baghdad.",2007
"By the time they added indirectly related costs for domestic security, foreign aid and airline assistance, the bill had risen to nearly $80 billion -- the largest single supplemental appropriation, as these unexpected spending bills are known, in Congressional history.",2003
"He said that when the two first met, while Mr. Bush's father was president, Mr. Schwarzenegger treated Mr. Bush dismissively, like ""some son of a famous important guy,"" and that Mr. Bush never forgot it.",2007
A Republican lawmaker said it also suggested the Secret Service's security measures remain inadequate two and a half years after a series of lapses tarred the agency and led to major upheaval.,2017
"""There are a lot of big names in the Republican Party who deserve prime-time slots, and the mayor wants to be a good host and did not complicate things by demanding a certain role for himself.""",2004
"""It's not that this line of questioning of his business record doesn't have salience,"" said Bill Burton, a senior strategist with Priorities USA Action, a ""super PAC"" supporting Mr. Obama.",2012
"Judge Kavanaugh praised Justice Scalia's influential dissents, naming a few that he predicted would someday become law.",2018
"Many academic leaders and health care professionals said they supported the Bloomberg administration, saying the proposal could help reduce runaway obesity rates in New York, particularly in lower-income neighborhoods.",2012
"While D.E.A. field officers were not on the scene -- the Mexicans still draw the line at that -- the Americans helped develop tips and were in contact with the Mexican unit almost every minute of the five-hour manhunt, according to a senior American official in Mexico.",2011
"Background checks, both advocates and independent researchers say, would have a bigger potential effect on gun violence than any other measure under consideration -- including the much-discussed assault-weapons ban, which has little chance of passing in Congress.",2013
"But some said the strategy fell short in not recommending tougher measures against the overuse of antibiotics in agriculture, which, they argue, is a big part of the problem.",2014
"Now, doctors say, it is time to take their own action.",2003
"Investing the $800 billion or so that is needed to upgrade America's water systems could generate an almost 300 percent return, according to the U.S. Water Alliance -- and generate 1.3 million jobs.",2018
"Last month, Mr. Pataki lined up another source of money when he persuaded Congress to allow New York officials to use $2 billion in tax incentives intended for the rebuilding of Lower Manhattan to finance the airport link.",2005
"The Pataki camp -- like nearly everyone else in state politics -- sees Mr. Cuomo as a more driven, sharp-elbowed competitor than Mr. McCall, but they say that by the same token, he risks seeming humorless, even mean.",2001
Critics of the treaty have said the administration is overstating the consequences of delay and have questioned its seriousness about nuclear modernization because it provided Mr. Kyl with its latest spending proposal only last Friday.,2010
"Analysts said they were startled that Mr. Bush had singled out the Middle East with implicit criticism, and on the very day that the Saudis provided important support for American interests at a meeting in Vienna of ministers from the Organization of Petroleum Exporting Countries.",2006
"An effective anti-money laundering program, she said, ""requires sophisticated transaction screening technology as well as a trained group of individuals who can analyze the alerts generated by that technology both thoroughly and efficiently.""",2019
Political analysts and insiders say he has not been involved in politics since that time and has kept a low profile.,2017
"Within hours of the decision, state officials in Texas said they would move quickly to put in place laws that had been rejected under the provisions of the Voting Rights Act addressed in the court's ruling.",2013
This is not technophobia but a bare fact attested to by security specialists and computer scientists.,2004
"Some will say that the party must attract a broader base of support among independent and moderate and nonwhite voters, which would argue for the less severely conservative tone that Romney adopted right after his first debate.",2012
"But one month later, the prosecutor told the judge that the Department of Homeland Security was considering a civil case against Hossain -- this time, with no burden to prove intent.",2018
"Robert J. Strauss, the Democratic strategist and fellow Texan who is close to the Bush family, said the president's words, particularly his frequent references to the Sept. 11 attacks, were aimed at shoring up the flagging support for a war option in the United States.",2003
"Mr. Giuliani's public profile on the issue dates to the early 1980s, when, as a top Justice Department official in the Reagan administration, he called a mandatory waiting period before buying a handgun ""sensible and moderate.""",2007
"And while plenty of former White House aides or campaign strategists appear as pundits-for-hire on the cable and network news shows -- David Axelrod and Josh Earnest (Barack Obama), Paul Begala (Bill Clinton), and Karl Rove (George W. Bush), among them -- Ms. Wallace is the first former White House aide since George Stephanopoulos (ABC's ""This Week with George Stephanopoulos""), to be named solo anchor of a network news program.",2018
"The strategy has yielded dividends: Her popularity rating among New Yorkers reached a notable 61 percent in September, compared with 38 percent in February 2001, according to a Quinnipiac University Poll.",2004
"Lobbying, they say, need not take place in a Congressional office or the halls outside.",2005
"But mostly, he said, he just wanted to see the proposed candidates in office.",2008
"At least 34 people have declared their intention to run, including top officials of past dictatorships, former aides to Mr. Aristide and a former police chief suspected of drug trafficking by the United States.",2005
""" A risk-reward analysis should have suggested that the agency move the trains, he added.",2012
"""In some ways I think John is a father figure to Lindsey,"" said Senator Susan Collins, Republican of Maine, who is close to both.",2010
But the official said the Bush camp believed that was a risk worth taking and that Judge Middlebrooks's ruling might have tied the Democrats' hands.,2000
Election officials and experts say there is little chance that significant numbers of supporters of either party would actually try to vote through a fraudulent registration.,2008
"Mr. Trump will emphasize longstanding efforts to reform what many Republicans see as the sclerotic and inefficient United Nations organization, but aides would not say whether he would commit to the traditional level of American financing as Washington remains in arrears.",2017
"WASHINGTON, Sept. 9 -- The top American commander in Iraq, Gen. David H. Petraeus, has recommended that decisions on the contentious issue of reducing the main body of the American troops in Iraq be put off for six months, American officials said Sunday.",2007
Democratic aides say Republicans who had spoken abstractly about the need for more revenues are balking at the specifics.,2012
"But this week, at least seven major news outlets declined to accept one of the available press seats on Mr. Trump's plane, according to people familiar with internal planning discussions.",2020
"A6 Baghdad Airport Shut Down   Global Strategies Group, the private security company that guards Baghdad International Airport, shut down the airport, saying it had not been paid for the past six months.",2005
"Beyond his behind-the-scenes role in negotiating the tax deal with Republicans -- a path that Mr. Biden and Mr. Obama decided on in a recent conversation at the White House, aides say -- the vice president has also been trying to win Republican votes in the Senate for ratification of the so-called New Start nuclear arms treaty with Russia.",2010
But many Democrats say Mrs. Clinton's statistical advantage obscures concerns about turnout and voter apathy.,2016
"one of the protesters, a friend of Ms. Ghavami's who later identified himself as Ali Abdi, an Iranian-born student at Yale, yelled as Mr. Rouhani and his aides exited the room.",2014
"Nevertheless, the marketplace jitters spurred Italy's deadlocked parliament to move with uncharacteristic urgency, agreeing to start discussion of the emergency measures on Wednesday, with the aim of adopting them as early as the weekend, several lawmakers said.",2011
But the case-by-case approach of the current White House -- officials there describe it as pragmatic -- has generated confusion and disappointment across the political spectrum.,2009
"Mr. Walentas, a principal in Two Trees Management, said that building a shorter structure would not be ""economically feasible,"" according to a letter that he sent to Community Board 2 a year ago.",2009
Over 280 million people a week depend on the V.O.A. for news.,2020
F.C.C. officials said it would take too long for any potential new rival to become competitive.,2002
This sequence of events has led some death penalty opponents and other analysts to declare that a de facto moratorium is in place.,2007
"This ""stifling of himself,"" this ""inability to swing at certain pitches,"" made him, according to one aide, about ""5 percent more aloof than he had been before coming to the presidency.",2013
Mr. Obama's advisers appeared almost to expect a different Mitt Romney to turn up for the debate: the hard-edged conservative who had largely pitched his message to the Republican base.,2012
"Mr. Bush made it clear to a hugely receptive crowd of thousands of Air Force troops and families that his budget was at heart a war document, and that he expected Congress to give him the entire $48 billion he was seeking in increased spending for the military next year.",2002
"More than any other single factor, Gore aides said, Mr. Clinton's scandals cost Mr. Gore the White House.",2001
"For states that were told they were not targets, the news brought relief.",2017
"Matt Angle, a longtime Democratic strategist from Texas and the founder of the Lone Star Project, a political action committee that seeks to counter Texas Republicans, said Mr. Trump's decision to campaign for Mr. Cruz indicated that Republicans are scared that the senator might lose. """,2018
""" In some cases, consent decrees can also make it more difficult for departments to focus on fighting crime, some chiefs said.",2013
The Department of Environmental Protection under Scott required some containment and monitoring measures that environmentalists had sought -- officials of the department say it was among the strictest permits they had ever issued -- but not the extra dioxin test.,2014
"Like Mr. Olasky, Mr. Bush said charities should make demands of the recipients of aid.",2000
"The letter also said the agency was considering a second $16.4 million fine against Toyota, based on evidence suggesting the pedals might have had two separate defects.",2010
But Justice Department officials argued that the court had misinterpreted a statute used to allow the government to go forward in cases involving national security secrets.,2003
Republican lawmakers would know that if they did not turn deaf ears to health care experts.,2017
"Mr. McInnis said a longtime friend and water expert, Rolly Fischer, had given him essays written by a Colorado Supreme Court justice without providing attribution.",2010
"Mr. Obama is known to send emails to aides late at night from his residence, providing them with his feedback on speeches or, at times, entirely new drafts.",2015
Some Senate Republicans have expressed broad support for the concept; President Trump recently created a White House council to explore the issue.,2019
"The epidemic cannot be halted, experts say, unless those men can be found, educated about the disease, convinced to protect themselves and their sexual partners, and helped to do so.",2019
"After Jeff Sessions's time as attorney general was done, Mr. Rosenstein was supportive of the decision to replace him with Mr. Barr, according to a person who has discussed the issue with Mr. Rosenstein.",2019
Agency officials said they would research technologies that could record when a truck was being operated.,2003
"Other officials were angry that, after Mr. Azar and other top H.H.S. officials forced out Dr. Rick Bright, the head of a key drug and vaccine development agency, Mr. Azar told Vice President Mike Pence in front of a crowded task force meeting that Dr. Bright had been promoted.",2020
"""It's going to be a very difficult campaign,"" a Giuliani adviser said.",2000
"And even with this week's turn of events, aides say he is still relishing it.",2013
"The Associated Press also reported that, before working for Mr. Trump, Mr. Manafort had secretly worked for a Russian billionaire, Oleg Deripaska, to promote Mr. Putin's government in the United States, offering strategies to sway politics, news coverage and business deals.",2017
"But according to changes that have been broadly outlined by the state under the new federal requirements, people who reach the closing stage will get all of their money in a lump sum.",2007
"Ms. Gillibrand said the White House income cap should be set at 5 percent, and she still opposes setting rates by market forces, even if those rates are not allowed to fluctuate, as the president has proposed.",2013
"And after Internal Revenue Service officials in Washington took a Cisneros investigation out of the hands of district-level officials in Texas, the agency deemed the evidence too weak to merit a criminal inquiry, a conclusion strongly disputed by one Texas investigator.",2006
"But some scholars and evangelical Christians, who make up a crucial voting bloc in the Republican Party and consider Mormonism to be heretical, say that many voters would like to hear more from Mr. Romney about exactly what he believes, even though he has studiously avoided discussing this except in the broadest terms.",2007
"While acknowledging at the time that he was an imperfect messenger because of his role in the Clinton administration's fund-raising, Mr. Gore said he would make campaign finance reform a priority of his campaign.",2000
"Waving the Bible in the air was offensive, said Amanda Carpenter, a Republican strategist and avowed Trump critic, ""but even more so the fact he used excessive state force to get that shot.",2020
Critics described it as a way to centralize control and stint on instruction.,2013
"Though Senator Hillary Rodham Clinton raised an impressive $21 million in April, her campaign ended the month $20 million in debt and with Senator Barack Obama more than $30 million ahead of her in cash on hand for the primary season, according to their latest campaign finance reports.",2008
"In other words, as Mr. Rouse and his colleagues analyze the criticism, what they are hearing is not that the White House did things wrong, but that it did the wrong things.",2010
"One by one, the men and women who had been deployed with him in Iraq and Afghanistan checked in.",2016
Those documents -- 28 pages of intelligence from a congressional report -- have fueled suspicions for years that some Saudi officials played a role in the attack.,2016
"But it was worth doing, they argued, because so few voters are closely following the race and because Mr. Bush's team is expected to announce a huge fund-raising sum in July that will far outstrip his rivals and, they hope, give him momentum.",2015
"In Wisconsin, Democrats said they had more than 80,000 volunteers through the course of the campaign and 200 staffers on the ground, as well as nearly 3,000 ward captains in each of the state's key Democratic districts.",2004
"Mr. Gensler said the rules should not apply to nonfinancial companies, or so-called end users, that buy derivatives to hedge costs.",2011
"Asked about the delay, Carol Guthrie, a spokeswoman for the Finance Committee, said, ""There's been a lot on the committee's docket.",2009
"Analysts on the conference call Tuesday pressed for an explanation as to why the Molinas were removed, and were told that the board wanted to improve the company's performance and pay more attention to day-to-day details.",2017
"The Environmental Protection Agency said it would let the utility, the Tennessee Valley Authority, ship dredged material from the site of the December spill near Kingston, Tenn., about 300 miles to the Arrowhead Landfill in Perry County in central Alabama.",2009
"""It's totally astonishing,"" said Martha Crenshaw, a Stanford scholar who has written on terrorism since the 1970s.",2017
"The British government did say that.""",2003
"One-third of high school smokers are expected to die prematurely of tobacco-related disease, said Mr. Pechacek, the associate director for science in the agency's Office on Smoking and Health.",2010
"With Mr. Trump insisting, wrongly, that the United States is ""losing jobs to other countries at a higher rate than ever,"" it may not be a surprise that nearly half of Mr. Trump's supporters ""completely distrust the economic data reported by the federal government,"" according to a recent Marketplace-Edison Research survey.",2016
"Mr. Biden and his team, for their part, are seeking to place the onus for a safe debate on the president, the Commission on Presidential Debates and officials from the Cleveland Clinic, who are advising on health and safety for the matchups.",2020
"While the department deployed teams of air marshals, Coast Guard officials, and tactical agents from Customs and Border Protection and ICE to various cities after Mr. Trump signed an executive order to protect monuments, statues and federal property, Mr. Wolf said the teams are in no city besides Portland at this time.",2020
"Mr. Murphy has privately said to several people that Right to Rise would be ready to devote up to $20 million to fighting Mr. Rubio, according to several people told of the conversations.",2015
"There is undoubtedly still some room to bring those who have dropped out of the labor market back in, but mainstream labor economists say not much, especially given the skills gap.",2017
"(Judge A. Wallace Tashima of the Ninth Circuit has taken senior status, a sort of semi-retirement.) Senator Schumer, who was consulted on the matter, said, ""We told the White House that Judge Chin would be an outstanding choice.""",2009
"Nationally, the latest New York Times/CBS News poll found no substantial difference in the presidential preferences of older and younger voters.",2000
"Environmentalists and some employees, however, contest that.",2006
Department officials say enforcement in those other areas has not suffered.,2005
But even some of Mr. Nader's admirers remain skeptical of most or all of those arguments.,2004
"According to the emails released on Friday, Mr. Carter continued to use the account for government work at least until September.",2016
"In the following years, HUD continued to draw attention in the news media and among consumer advocates for an overly lenient posture toward the housing industry.",2008
"The companies, all government owned, are said to have sold conventional military equipment like missiles and rocket-fired grenades to Libya, Sudan and Syria, officials said.",2002
"Congressional officials said these could create more than 375,000 jobs.",2009
"The growing sense of optimism inside the Romney campaign about his place in the race was visible in the newly relaxed faces of its senior advisers as they lounged poolside at their hotel in nearby Delray Beach before Monday's debate, ticking through states where they see new opportunities and rising poll numbers.",2012
"Maryland, New York and Pennsylvania have some of the most expensive media markets in the country - a challenge for candidates who do not have a lot of money.",2012
"""Camden is bleeding, and we as a state have to deal with that,"" she said.",2002
"Some top agency officials are simply ""incompetent,"" she added, and real change can occur only with a new administration.",2008
City lawyers said Mr. Daly's appointments would stand unless the mayor could persuade 8 of 11 city supervisors to reject them.,2003
Education Is a Mystery It might seem obvious that the 2016 election would drive public pollsters to adopt big changes.,2017
Democrats also argued today that the White House had not consulted them on Mr. Bush's proposal but had instead put it forth in a presidential speech as a fait accompli.,2002
He was briefed on it but was notably silent about the conclusions.,2018
"PHILADELPHIA, Sept. 20 -- ""We get paid to play this game because the people want to watch us,"" the Rangers' Brian Leetch said, ""but they made it clear what they wanted to watch.""",2001
"They seem to be the proper home for you, according to your specifications.",2006
"â–  Maggie Haberman on the president's re-election rally: ""He had this delicate line to walk between being the outsider and being the insider.",2019
Some Republicans said they felt Mr. Bush could afford to make that move because he had placated social conservatives early in his presidency by banning federal financing to international groups that use other money for abortion counseling and by nominating John Ashcroft as attorney general.,2001
"The black population, many said, is politically divided and lacks a galvanizing figure to rally around, like the late mayor Harold Washington or Mr. Obama.",2010
"Mr. Trump had promised the check to Sergeant Baldridge's father, Chris, in a phone call a few weeks after his son's death, according to The Washington Post.",2017
"A moment later, after the interview was over, in an aside that his aides insisted had not been intended for public consumption, Mr. Kerry mocked Mr. Edwards's claim that he was the strongest Democrat the party could put up against Mr. Bush because he was from the South.",2004
"Corporate travel managers and air travel consumer groups have been complaining that all the new fees -- including those for checked bags, priority boarding and in-flight food and drinks -- have made it increasingly difficult to calculate the real costs of travel.",2011
But Democrats say they are optimistic.,2018
"Mark McKinnon, a strategist who worked for Mr. Bush, said in an e-mail that the proposed debate is ""not good for the candidates.",2011
"Prosecutors had argued that the words and their context were enough, saying people should be held accountable ""for the ordinary and natural meaning of the words that they say in context.""",2015
"Critics, including many veterans, said the policy was at odds with Australia's egalitarian national ethos.",2018
It is no wonder that many Americans turn to professionals to prepare their returns.,2003
"But the Iranian organizations concealed their identities from the American sellers by setting up shell companies, law enforcement officials said.",2009
"And even as the nation's top medical experts note the danger of easing restrictions, communities across the country are doing so, creating a patchwork of regulations, often along ideological lines.",2020
"Some sick workers in western New York, however, say too many claims are being denied without proper cause.",2007
"""It telegraphs legislators' intent that they want prosecutors to err on the side of disclosure,"" Mr. Scheck said.",2013
"Senator Schumer's aides said that under the deal, the White House would nominate a candidate he supported, Paul A. Crotty, a New York City corporation counsel in the Giuliani administration, to the next vacancy in Federal District Court in Manhattan.",2003
The two operations were so independent that questions arose at times about whether some aides to the Clintons were more loyal to one or the other and whose marching orders they were following.,2015
""" Free-speech advocates said the subpoena was an odd tactic, in part because New York State has some of the most stringent shield laws in the country and protects journalists from disclosing confidential information about their sources.",2020
(Nonworking families are beyond talking about.) A very generous view of this mass exposure of legislators would say it is a good thing in a state where the news media are geographically scattered and the political interests unusually parochial.,2003
"The State Department has refused to issue him a business visa because of concerns over allegations that he was connected to organized crime, according to a former United States government official, which Mr. Deripaska has denied.",2017
"Amy Brundage, a White House spokeswoman, said the administration was ""hopeful that the Senate will confirm the three pending nominees without delay.",2014
"United States officials have said for years that Huawei products pose unacceptable security risks for Americans, citing the company's ties to Beijing and its murky ownership.",2018
The National District Attorneys Association has sent a letter objecting to the investigation to Attorney General Eric H. Holder Jr. Civil rights lawyers and criminal justice experts have hailed the Justice Department's increased activism.,2013
"Now, some economists have decided to stick their necks out and apply this thinking to the coronavirus pandemic.",2020
"Now that the spread of the coronavirus has caused sweeping unemployment and a historic drop in stock prices, Ms. Abetti acknowledged that the political landscape had shifted.",2020
The Obama team has also said that it found unexpected technical hurdles in translating its campaign goals to governing.,2009
"A spokesman for Mr. Nagin, Terry Davis, said the mayor had questioned the methodology of the poll.",2009
"They say that President Trump's campaign, in turn, is planning to transfer $3 million to the R.N.C. Among the key questions that the reports could answer: Did President Trump's aggressive campaigning help Republican candidates in competitive races close a large fund-raising gap with their Democratic rivals? ' It's a lie, Bob' Senator Robert Menendez, the Democrat of New Jersey in a tight race for re-election after a trial on federal corruption charges ended in a hung jury, found his character on the line in his debate Wednesday night against Bob Hugin, the Republican candidate and former pharmaceutical executive.",2018
"Shifting production across borders would be difficult for some consumer-facing companies to do quickly, said Alan Detmeister, an economist at UBS and former head of the price and wage section at the Federal Reserve.",2019
"It is our duty as women to not only be the voice of the people who elected us, but to also be the voice of women not allowed in the room.""",2019
"In interviews with press officers for nine of his clients, all said they would happily continue doing business with Giuliani Partners.",2004
